CloneID	Chromosome	Start	End	Case1.test	Case1.ref
A_14_P100670	10	100064131	100064190	311.5	240
A_14_P100671	10	43804287	43804346	446	370
A_14_P100672	19	52062062	52062121	368	200
A_14_P100673	09	86885428	86885487	187.5	123
A_14_P100674	09	19047891	19047950	284	180
A_14_P100675	03	135393501	135393551	434	251
A_14_P100676	X	100465261	100465320	580.5	475
A_14_P100677	07	133059709	133059767	259	164
A_14_P100678	17	51922874	51922933	874	432
A_14_P100679	07	5340337	5340396	891	595
A_14_P100680	04	6226953	6227012	504	289.5
A_14_P100681	15	53452222	53452281	561	306
A_14_P100682	X	133253442	133253501	317	237
A_14_P100683	20	57045123	57045182	860	353
A_14_P100684	15	55517970	55518029	449	232
A_14_P100685	19	41087126	41087183	607	411
A_14_P100686	13	32159371	32159430	410.5	247.5
A_14_P100687	02	178704595	178704651	905	458
A_14_P100689	12	47601018	47601077	725	319
A_14_P100690	13	27138863	27138922	297	187
A_14_P100691	04	155848395	155848448	473	295
A_14_P100692	08	21643803	21643862	817.5	542.5
A_14_P100693	10	43383458	43383517	398	267
A_14_P100694	10	25129184	25129243	461	407
A_14_P100695	07	69218598	69218657	740	377
A_14_P100696	10	94204072	94204131	288	196.5
A_14_P100698	10	129576707	129576766	1215	935
A_14_P100699	11	76054446	76054490	558.5	352.5
A_14_P100700	16	18988534	18988593	706	444
A_14_P100701	22	27506134	27506193	303	160
A_14_P100702	08	87748285	87748344	663.5	348.5
A_14_P100703	20	39091460	39091514	614	118.5
A_14_P100705	03	124081275	124081334	618.5	406.5
A_14_P100706	07	44100657	44100716	525	238
A_14_P100707	06	125408088	125408147	157.5	108
A_14_P100708	10	54480789	54480848	183.5	110.5
A_14_P100709	05	54756424	54756483	485.5	295.5
A_14_P100712	05	156451834	156451893	351	250
A_14_P100713	17	56447865	56447924	963	390
A_14_P100714	04	3488130	3488175	1564	925
A_14_P100716	20	25213512	25213571	516	252.5
A_14_P100717	01	147736417	147736476	781.5	372
A_14_P100718	01	211364313	211364372	511	232.5
A_14_P100719	07	150412210	150412261	654	346
A_14_P100720	06	88285139	88285198	180	129
A_14_P100722	01	149484402	149484458	258.5	133.5
A_14_P100723	13	50496338	50496397	383.5	244
A_14_P100724	15	73450702	73450756	404	204
A_14_P100725	01	112345631	112345690	606	312
A_14_P100726	03	88183903	88183962	395	237
A_14_P100727	01	193969184	193969243	817.5	385.5
A_14_P100728	20	25611616	25611675	658.5	302.5
A_14_P100729	01	175103681	175103740	753	419
A_14_P100730	09	34177967	34178026	172	103.5
A_14_P100731	04	81861409	81861467	559	349
A_14_P100732	11	14589242	14589296	259	157
A_14_P100733	04	109903652	109903711	226.5	137
A_14_P100734	01	99867300	99867359	210	123
A_14_P100736	14	23117686	23117732	1162	1045.5
A_14_P100737	06	25702679	25702736	561	383
A_14_P100738	07	37727060	37727114	302	136.5
A_14_P100739	09	78826128	78826187	621	372
A_14_P100740	19	2785885	2785944	384	211
A_14_P100741	07	57420402	57420461	516	265
A_14_P100742	07	98698902	98698959	846	459
A_14_P100743	12	52191599	52191649	957	382
A_14_P100744	04	125794999	125795058	244	136
A_14_P100745	02	28088982	28089041	470	257
A_14_P100746	16	30589567	30589626	707	406
A_14_P100747	03	50252191	50252236	669	351.5
A_14_P100748	09	132750809	132750868	322	197
A_14_P100749	01	150145628	150145687	424.5	162.5
A_14_P100751	12	116386118	116386173	393	188.5
A_14_P100752	01	232898579	232898638	817	431
A_14_P100753	02	213144650	213144709	337	181.5
A_14_P100754	17	77296802	77296853	1837	690
A_14_P100756	15	64481643	64481702	1079	469
A_14_P100758	07	87405326	87405385	545	268
A_14_P100759	01	169366186	169366245	563	269
A_14_P100760	09	4142060	4142119	962	581
A_14_P100761	15	63634310	63634367	423	208
A_14_P100762	20	44077000	44077059	556	263
A_14_P100763	11	28867058	28867117	353	245
A_14_P100764	15	47503687	47503746	769.5	364
A_14_P100765	01	86334181	86334234	444	248
A_14_P100766	01	1229283	1229342	635	319
A_14_P100767	10	72790788	72790847	641.5	464
A_14_P100768	08	63822207	63822259	517	332
A_14_P100769	Y	10127218	10127273	195	122
A_14_P100770	11	116606328	116606380	443	210
A_14_P100771	07	86700687	86700746	1119	487
A_14_P100772	11	133720933	133720992	774	421
A_14_P100774	12	51985869	51985928	462	167
A_14_P100775	03	38630778	38630823	352	236.5
A_14_P100777	10	67710331	67710390	214	217
A_14_P100778	14	63840026	63840085	304	370
A_14_P100779	03	113475147	113475206	411.5	234.5
A_14_P100780	10	50491231	50491287	4325	2944
A_14_P100781	20	44749183	44749242	500	249.5
A_14_P100782	05	151106151	151106203	623	428
A_14_P100783	01	192419316	192419375	178.5	102
A_14_P100784	10	114780994	114781053	431	326
A_14_P100785	08	11294686	11294745	720.5	423
A_14_P100786	22	34031191	34031250	390.5	285
A_14_P100787	12	52249249	52249308	1352	526
A_14_P100788	01	100239477	100239536	824	358.5
A_14_P100789	01	108473284	108473343	316	169
A_14_P100790	05	142480872	142480931	368.5	173
A_14_P100791	02	241139014	241139060	274.5	152
A_14_P100792	05	176767048	176767105	474	274
A_14_P100793	17	70767002	70767061	479	193
A_14_P100794	11	67556502	67556551	1100	724
A_14_P100795	02	75332756	75332815	754.5	347
A_14_P100797	13	29703425	29703484	721	366
A_14_P100798	X	151708294	151708348	489	345
A_14_P100799	01	1532086	1532140	1066	474
A_14_P100800	22	32998346	32998405	635	329
A_14_P100801	01	54906014	54906072	428	251
A_14_P100802	13	25247060	25247119	309	176
A_14_P100803	08	64256398	64256457	488	272
A_14_P100804	14	63567539	63567598	254	192
A_14_P100806	11	63759522	63759567	869	517.5
A_14_P100807	11	82212005	82212064	871	526
A_14_P100808	01	206910753	206910809	429	193.5
A_14_P100809	20	22975580	22975639	738	352
A_14_P100810	10	53125471	53125530	434.5	354
A_14_P100811	14	64478323	64478382	392.5	297.5
A_14_P100812	12	111306015	111306074	372	160
A_14_P100813	19	59871433	59871492	468	254
A_14_P100814	X	139801805	139801864	180	133
A_14_P100817	01	152538493	152538552	772	399
A_14_P100818	19	41802833	41802892	519	309
A_14_P100819	03	32373951	32374009	665	422.5
A_14_P100820	13	109825829	109825888	440.5	219.5
A_14_P100821	07	65540208	65540267	620	293
A_14_P100823	03	102883917	102883976	448	297
A_14_P100824	03	102856276	102856324	707	496
A_14_P100825	01	32945593	32945645	744	438
A_14_P100826	20	43429469	43429528	693	327
A_14_P100827	14	52228663	52228722	287	268
A_14_P100828	04	160606988	160607047	324.5	200
A_14_P100829	10	103337543	103337593	378	299
A_14_P100830	17	52434453	52434508	245	125.5
A_14_P100831	01	5952470	5952529	248	139.5
A_14_P100832	06	10319669	10319719	511	328
A_14_P100833	13	46555455	46555514	756	531
A_14_P100834	21	13549135	13549194	680	401
A_14_P100835	11	13662234	13662293	290	193.5
A_14_P100836	02	36643876	36643935	800	434
A_14_P100838	14	75449008	75449067	338	264.5
A_14_P100839	16	27699154	27699213	259	158
A_14_P100841	15	41637456	41637515	680	296
A_14_P100843	04	36053360	36053419	372	214.5
A_14_P100845	01	233324996	233325055	1001	492.5
A_14_P100847	05	63545740	63545799	282	201
A_14_P100849	12	74077722	74077781	1107	435
A_14_P100850	05	31303208	31303259	467	260
A_14_P100851	19	60658091	60658138	517	277
A_14_P100852	09	75536757	75536816	830	504
A_14_P100853	18	17237910	17237969	524	227
A_14_P100854	06	31791639	31791694	198	118
A_14_P100855	15	48306550	48306609	624	276
A_14_P100858	02	210824963	210825022	895	439
A_14_P100859	03	113551238	113551297	408	256
A_14_P100860	07	35693506	35693565	222	157
A_14_P100861	12	14997726	14997785	694	293
A_14_P100862	10	15768076	15768135	227	162
A_14_P100863	21	34747558	34747617	748	426
A_14_P100864	07	140163610	140163667	852	402
A_14_P100865	16	1974898	1974953	1162	684
A_14_P100866	17	50754401	50754460	981	518
A_14_P100867	18	39186292	39186351	264	145.5
A_14_P100869	22	20828565	20828624	607	370
A_14_P100870	17	35431105	35431162	456	209
A_14_P100871	03	127704682	127704741	559	333
A_14_P100872	03	9044770	9044829	651	392
A_14_P100873	06	43507574	43507633	365	236
A_14_P100874	11	36428707	36428766	458	263.5
A_14_P100875	15	98029219	98029276	728.5	319
A_14_P100876	01	59634712	59634771	616	312
A_14_P100877	09	127993747	127993791	441	229.5
A_14_P100878	02	181948714	181948773	637	325
A_14_P100879	13	97329413	97329468	497	264
A_14_P100881	02	111342699	111342758	243	117
A_14_P100882	21	19078714	19078773	298	183
A_14_P100883	12	54429832	54429884	523	215
A_14_P100884	19	4594344	4594394	524	319
A_14_P100885	05	137116287	137116346	514	342
A_14_P100886	10	135065161	135065216	565	366
A_14_P100887	13	96726013	96726072	367.5	220.5
A_14_P100888	17	40479021	40479080	1010	368
A_14_P100889	14	64400933	64400992	497.5	415
A_14_P100890	02	104190091	104190150	271	150.5
A_14_P100891	14	66029399	66029458	466	385
A_14_P100892	01	70051285	70051344	480	242
A_14_P100893	12	119629683	119629741	675	260
A_14_P100894	08	22954412	22954471	793	450.5
A_14_P100895	11	2282906	2282963	211	127
A_14_P100896	01	55221384	55221443	1139.5	520
A_14_P100897	14	99841509	99841558	603.5	435.5
A_14_P100898	X	55665275	55665334	448	386.5
A_14_P100899	03	51979377	51979432	349	170
A_14_P100900	19	54489422	54489476	290	182.5
A_14_P100901	11	31241055	31241114	504	284
A_14_P100903	17	16057597	16057656	525	240
A_14_P100904	05	146216248	146216307	538.5	330
A_14_P100905	01	67883169	67883228	363.5	194.5
A_14_P100906	17	10997141	10997200	940	443
A_14_P100907	15	71728792	71728851	1114	492
A_14_P100908	02	206430728	206430779	854.5	401
A_14_P100909	02	242160000	242160056	534	238.5
A_14_P100910	11	1369563	1369622	959	682
A_14_P100911	22	38237743	38237802	357	201.5
A_14_P100912	14	62638269	62638328	547	363
A_14_P100913	08	3176683	3176742	191	100
A_14_P100914	06	149677122	149677181	320.5	212.5
A_14_P100915	07	158194670	158194729	310	211
A_14_P100916	12	30724758	30724817	446	218
A_14_P100918	10	134813118	134813177	544	386
A_14_P100919	06	76469134	76469193	324	213
A_14_P100920	X	99353196	99353255	202	131
A_14_P100921	19	16299299	16299358	211	129
A_14_P100922	10	7826131	7826190	532.5	410.5
A_14_P100923	X	105728593	105728652	269	208
A_14_P100924	17	7430498	7430551	604	238
A_14_P100925	01	16686959	16687018	4508	1404
A_14_P100926	12	108559440	108559499	243.5	106
A_14_P100927	04	47858166	47858225	578	370
A_14_P100928	08	31011137	31011182	319.5	196.5
A_14_P100929	02	213761335	213761394	435.5	222.5
A_14_P100930	22	27465134	27465188	254	147
A_14_P100931	20	9639913	9639972	594	310
A_14_P100932	19	14913949	14913997	445	295
A_14_P100933	18	44640592	44640651	438	194
A_14_P100934	14	92145839	92145898	590.5	454.5
A_14_P100935	X	8235314	8235373	443.5	337
A_14_P100936	06	118377535	118377594	369	196
A_14_P100938	03	32318451	32318510	417.5	291
A_14_P100939	16	5066138	5066190	811	458
A_14_P100941	02	216868100	216868159	609.5	342
A_14_P100942	19	54194680	54194732	596	355.5
A_14_P100943	18	2596409	2596464	546.5	282.5
A_14_P100944	12	32710031	32710090	1317	601
A_14_P100945	17	1226261	1226320	331	150.5
A_14_P100946	X	35543559	35543618	355.5	281
A_14_P100947	17	16407755	16407813	1314	554
A_14_P100948	16	87202910	87202969	723	439
A_14_P100949	05	35736339	35736398	330	200
A_14_P100950	07	130306717	130306776	332	180
A_14_P100951	01	179299508	179299567	236	148
A_14_P100953	07	23087605	23087664	633	257
A_14_P100955	X	102418890	102418949	353	304
A_14_P100956	07	125469237	125469296	1227.5	620
A_14_P100957	07	147807596	147807655	890	448
A_14_P100958	02	5040049	5040108	285	128
A_14_P100959	11	18223412	18223456	1607	999
A_14_P100960	05	96261637	96261695	380.5	248.5
A_14_P100961	17	29421633	29421687	232.5	102
A_14_P100962	01	20576246	20576305	745.5	317.5
A_14_P100963	18	10472796	10472855	355	164
A_14_P100964	11	46327605	46327664	706	394
A_14_P100965	01	164490984	164491043	513	277
A_14_P100966	01	168015038	168015097	581	289
A_14_P100968	18	75004802	75004861	539.5	282
A_14_P100969	07	41319886	41319945	647	315
A_14_P100970	17	45490385	45490444	580	240
A_14_P100971	X	12173450	12173509	739	513.5
A_14_P100973	03	142987765	142987824	355	225
A_14_P100974	03	3862102	3862161	432	332
A_14_P100975	07	26935413	26935467	680	371
A_14_P100976	12	71058074	71058133	855	324.5
A_14_P100977	06	24759115	24759174	213	114
A_14_P100978	19	62745071	62745130	716.5	402
A_14_P100979	17	45521020	45521068	988	443.5
A_14_P100980	01	152667934	152667993	242	129
A_14_P100981	09	35105705	35105749	995	600
A_14_P100982	X	27589498	27589557	110.5	84
A_14_P100983	02	27235778	27235835	321	142
A_14_P100984	20	51024778	51024837	604	313.5
A_14_P100986	03	119890820	119890879	576	354
A_14_P100987	08	95969323	95969382	343	185.5
A_14_P100988	17	1287082	1287141	713.5	247.5
A_14_P100989	X	117489637	117489696	445	274
A_14_P100990	16	27329439	27329498	580	311
A_14_P100991	07	86138442	86138501	362.5	174.5
A_14_P100992	17	17426376	17426430	570	231.5
A_14_P100993	06	38943917	38943976	816.5	422
A_14_P100994	16	11349073	11349130	627	369
A_14_P100995	02	130638140	130638187	1902	940
A_14_P100996	15	86819092	86819151	871.5	409
A_14_P100997	01	162593555	162593606	905	517.5
A_14_P100998	X	82643193	82643252	540	424
A_14_P100999	17	35153918	35153964	644.5	301.5
A_14_P101000	03	32263152	32263211	584	342
A_14_P101001	03	121429258	121429317	510	313.5
A_14_P101002	02	188069177	188069236	911	446.5
A_14_P101003	03	159871468	159871527	625.5	335.5
A_14_P101004	04	6558892	6558951	477.5	249.5
A_14_P101005	01	76491538	76491590	379	230.5
A_14_P101006	06	57298746	57298805	423	247
A_14_P101007	22	15829389	15829448	507	249.5
A_14_P101008	12	53136126	53136185	735.5	341
A_14_P101009	21	28524263	28524322	665.5	405.5
A_14_P101010	09	7096343	7096402	279.5	161
A_14_P101011	11	104325244	104325303	244.5	166
A_14_P101012	02	133181456	133181515	685	334
A_14_P101013	20	62194836	62194881	414	214
A_14_P101014	X	54267797	54267846	386	317
A_14_P101015	12	119398546	119398605	579	229
A_14_P101016	19	18824866	18824925	562.5	331
A_14_P101017	21	34984142	34984201	262	154
A_14_P101018	19	8049599	8049658	251	148
A_14_P101019	16	78658713	78658772	742	444
A_14_P101020	10	123231641	123231700	326	234
A_14_P101021	17	33917570	33917622	353	149.5
A_14_P101022	16	78185404	78185463	364	242
A_14_P101023	03	150522765	150522819	446.5	284
A_14_P101024	02	158817439	158817498	979	412.5
A_14_P101026	07	151894281	151894334	150	80
A_14_P101027	06	105085620	105085679	580.5	319.5
A_14_P101028	09	125081231	125081287	558	333
A_14_P101029	04	68278029	68278088	347	214
A_14_P101030	X	71575893	71575952	213.5	156
A_14_P101031	17	3269329	3269388	662	267
A_14_P101032	15	97388101	97388160	596	260
A_14_P101033	10	53744151	53744202	475	395
A_14_P101034	Y	21373246	21373305	121	84
A_14_P101035	10	82169374	82169433	362	255.5
A_14_P101036	03	82552354	82552413	305	209.5
A_14_P101037	17	13364397	13364456	393	174
A_14_P101038	07	124289273	124289332	619.5	317
A_14_P101039	18	34854325	34854384	347	171
A_14_P101040	16	57428334	57428393	647	408
A_14_P101041	02	36868239	36868298	550	301
A_14_P101042	18	57021603	57021662	447.5	218.5
A_14_P101043	03	100002244	100002298	423	260
A_14_P101044	04	165298886	165298945	332	194
A_14_P101045	14	91361784	91361843	372	287
A_14_P101046	19	39541682	39541741	825	449
A_14_P101047	18	55465751	55465810	397	189
A_14_P101048	10	100997028	100997087	371	290
A_14_P101050	14	52324282	52324341	335	220
A_14_P101051	19	15790620	15790679	651	427
A_14_P101052	04	15092279	15092338	757	479
A_14_P101053	12	117167190	117167249	458.5	182.5
A_14_P101054	01	44352427	44352479	285.5	143.5
A_14_P101055	14	43846073	43846132	315	239
A_14_P101056	X	4105157	4105216	256.5	181
A_14_P101057	07	26913133	26913192	671.5	346
A_14_P101058	05	14336707	14336766	561	361
A_14_P101059	12	51719749	51719808	306	149
A_14_P101060	01	27110165	27110223	645	348
A_14_P101061	22	28605815	28605874	632	282.5
A_14_P101062	06	57501099	57501158	631	404
A_14_P101063	06	31767112	31767171	627	388
A_14_P101064	04	7338418	7338477	820	390
A_14_P101065	04	15711190	15711249	320.5	173.5
A_14_P101066	13	76590583	76590631	350	230
A_14_P101067	01	42908382	42908435	314.5	171
A_14_P101068	06	27987961	27988018	824.5	521
A_14_P101069	03	48618688	48618747	520	328
A_14_P101070	15	43590620	43590679	501	205.5
A_14_P101071	01	170856572	170856631	480	257
A_14_P101072	02	131592011	131592070	228.5	119.5
A_14_P101073	09	113981528	113981587	268.5	143.5
A_14_P101074	12	47020619	47020678	475	197
A_14_P101076	17	19624375	19624434	518	211
A_14_P101077	22	39167137	39167196	646.5	439.5
A_14_P101078	16	24643666	24643725	338	207
A_14_P101079	04	140784928	140784987	749	456.5
A_14_P101080	10	96182053	96182112	238	171
A_14_P101081	08	34493633	34493692	402.5	221
A_14_P101082	16	71473268	71473327	236	138
A_14_P101083	04	56321310	56321369	682.5	403
A_14_P101084	15	99630163	99630222	660.5	351.5
A_14_P101085	04	106292761	106292820	626	398.5
A_14_P101086	18	20114866	20114925	176	105
A_14_P101087	19	6596396	6596455	840	488
A_14_P101088	11	95204197	95204256	487	297
A_14_P101089	18	40940136	40940195	447	236
A_14_P101090	13	113351366	113351425	833	563
A_14_P101091	04	123081406	123081465	442	270
A_14_P101092	05	145344309	145344368	719	361
A_14_P101093	03	51810154	51810213	348	204
A_14_P101094	05	172069979	172070038	1001	594.5
A_14_P101095	03	101719827	101719886	522	329
A_14_P101096	07	136607984	136608043	600	267
A_14_P101097	03	180224939	180224998	244.5	160.5
A_14_P101098	02	221106028	221106087	494	279.5
A_14_P101099	06	142639616	142639675	617.5	364
A_14_P101100	06	36761482	36761526	430	249.5
A_14_P101101	03	113912199	113912258	488	274
A_14_P101102	13	112842146	112842205	826	478
A_14_P101104	13	107729999	107730058	493	306
A_14_P101105	20	54007073	54007132	632.5	330.5
A_14_P101106	19	707017	707072	654	411
A_14_P101107	18	12826747	12826806	984	476.5
A_14_P101108	02	111701236	111701295	506	239
A_14_P101109	03	159322606	159322662	618.5	358.5
A_14_P101110	03	156242907	156242966	490	342
A_14_P101111	19	10164052	10164111	420	232
A_14_P101112	07	95482821	95482880	459	221
A_14_P101113	21	31123567	31123618	673	508.5
A_14_P101114	11	5279119	5279178	348.5	185.5
A_14_P101115	10	128320076	128320135	502	418.5
A_14_P101116	19	55520315	55520369	865	617
A_14_P101118	17	73113038	73113097	529.5	222.5
A_14_P101120	18	27047411	27047470	1023	538
A_14_P101121	09	69223653	69223712	339.5	223
A_14_P101122	18	70508757	70508816	557.5	264
A_14_P101123	02	102144004	102144063	352	179
A_14_P101126	07	9919325	9919384	612.5	309
A_14_P101127	03	38913346	38913405	567	327
A_14_P101128	07	101681336	101681391	665	358
A_14_P101129	06	132004264	132004321	463.5	257.5
A_14_P101130	07	24649327	24649386	706	290.5
A_14_P101131	02	99093496	99093555	447	261
A_14_P101132	01	222284702	222284761	297	167.5
A_14_P101134	X	23839469	23839528	862	573
A_14_P101135	05	125169460	125169519	950	571
A_14_P101136	01	181417759	181417818	481	285
A_14_P101137	10	120921862	120921915	889.5	581
A_14_P101138	19	52132977	52133036	689	393
A_14_P101139	08	52522545	52522604	588	332
A_14_P101140	19	7941495	7941554	530.5	318.5
A_14_P101141	20	33298033	33298088	610	259
A_14_P101142	02	47044071	47044127	1116.5	548
A_14_P101143	09	21853204	21853263	336	196
A_14_P101144	16	7010631	7010690	578	367
A_14_P101145	13	112120381	112120440	293	166
